"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","10","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","1","0","0","0","15","5","0","1","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","1","2","1","67","20","0","2","12","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"2歳","3","1","4","6","49","21","0","3","2","0","1","0","0","0","2","0","0","1","0","0","2","0","0"
"3歳","2","0","3","8","48","16","0","5","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0"
"4歳","2","0","0","14","47","7","0","7","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"5歳","2","0","1","11","34","7","0","8","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"6歳","2","0","0","14","34","3","0","8","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0"
"7歳","0","0","0","8","23","4","0","3","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","3","22","2","0","3","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","3","11","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","5","21","3","0","3","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","1","8","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"20〜29歳","1","1","1","4","47","2","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","15","3","11","78","436","91","0","45","28","0","7","3","1","18","3","0","0","6","0","0","2","0","0"
