"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","1","5","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","5","4","0","2","2","0"
"中央区","1","0","0","5","16","1","0","0","3","0","0","0","0","0","0","3","0","0","0","0","4","3","1","0","0","0"
"みなと","0","1","5","13","81","0","0","1","5","0","0","1","0","0","0","0","0","0","0","0","8","6","0","1","1","0"
"新宿区","4","0","0","2","39","1","0","2","3","0","0","0","2","0","0","3","0","1","0","0","9","6","2","2","2","0"
"文京","2","0","0","0","16","7","0","0","2","0","0","1","0","0","0","1","0","0","0","0","5","3","1","1","1","0"
"台東","6","0","0","4","21","3","1","0","4","0","0","3","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","1","0","0","5","17","4","0","0","2","0","0","1","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","4","0","2","4","57","11","0","4","4","0","0","1","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"品川区","2","0","0","1","75","9","0","1","3","0","0","3","1","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","3","0","0","1","13","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
"大田区","9","0","5","15","74","10","0","4","7","3","0","1","1","0","0","0","0","0","0","0","16","9","2","1","1","0"
"世田谷","4","0","0","5","55","13","0","1","2","0","0","3","0","0","0","0","0","0","0","0","15","8","2","2","2","0"
"渋谷区","2","0","2","1","17","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","6","4","1","1","1","0"
"中野区","4","0","1","7","58","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","6","1","1","1","0"
"杉並","3","0","0","7","48","3","0","0","4","2","0","3","0","0","0","1","0","0","0","0","12","6","1","0","1","0"
"池袋","1","0","0","1","25","4","0","0","0","0","0","2","1","0","0","0","0","0","0","0","8","5","1","1","1","0"
"北区","2","0","0","3","28","0","0","0","7","0","0","0","0","0","0","1","0","0","0","0","6","4","1","0","0","0"
"荒川区","0","0","1","3","19","2","0","0","1","0","0","10","1","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","3","0","0","4","18","2","0","0","1","0","0","1","0","0","0","0","0","0","1","0","12","6","2","1","1","0"
"練馬区","9","0","0","4","32","5","0","0","4","1","0","1","1","0","0","0","0","0","0","0","12","5","2","0","0","0"
"足立","5","2","1","4","28","10","1","3","2","0","0","2","0","0","1","0","0","0","0","0","12","5","2","0","0","0"
"葛飾区","2","0","0","7","27","0","0","0","4","0","0","2","1","0","0","1","0","0","2","0","9","4","1","1","1","0"
"江戸川","4","0","4","10","43","6","0","0","4","0","0","2","0","0","0","1","0","0","0","0","12","5","2","0","0","0"
"八王子市","6","0","1","26","70","18","1","2","8","0","0","0","1","0","0","0","0","0","0","0","10","4","2","1","1","0"
"町田市","12","0","0","39","69","11","0","0","6","0","1","1","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","2","1","1","0","31","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","0","0","0","13","28","5","0","2","3","0","0","4","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"多摩立川","1","0","0","1","25","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","10","0","0","0","52","19","0","3","5","0","0","0","0","0","0","0","0","0","0","0","21","10","3","2","3","0"
"多摩小平","19","2","3","4","65","12","1","0","5","0","0","0","0","0","0","1","0","0","0","0","14","6","2","2","2","0"
"島しょ","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","121","6","26","191","1152","178","4","24","92","6","1","42","9","2","1","12","0","1","3","0","287","150","39","23","25","0"
