"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","0","0"
"1〜4歳","0","0","0","0","0","0","3","1","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","4","0","1","0","0","0","0","1","0"
"20〜24歳","33","8","9","3","0","0","0","0","0"
"25〜29歳","30","4","13","2","2","0","1","0","0"
"30〜34歳","18","3","7","3","0","0","1","0","0"
"35〜39歳","12","5","3","1","0","0","1","0","0"
"40〜44歳","6","3","0","4","1","0","1","0","0"
"45〜49歳","3","1","1","4","1","0","0","0","0"
"50〜54歳","0","2","0","1","0","0","0","0","0"
"55〜59歳","3","1","1","1","1","0","0","0","0"
"60〜64歳","1","1","0","0","0","0","0","0","0"
"65〜69歳","0","0","0","0","0","0","0","0","0"
"70歳以上","0","0","0","0","0","0","12","1","0"
"合計","110","28","35","19","5","0","20","3","0"
