"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","3","13","3","12","93","8","2","6","7","0","1","5","1","1","0","1","0","0","4","2","0","0","","","","","",""
"区南部","0","10","7","24","142","7","2","2","5","0","2","6","1","1","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","12","10","6","30","155","13","1","1","4","0","1","3","1","0","0","1","0","0","3","0","0","2","","","","","",""
"区西部","2","16","0","11","90","5","3","3","2","0","0","3","1","1","0","1","0","1","1","0","0","0","","","","","",""
"区西北部","1","16","2","30","159","12","2","3","9","0","1","14","1","0","0","2","0","0","1","0","1","0","","","","","",""
"区東北部","1","16","7","42","183","6","1","13","4","1","0","10","0","1","0","5","1","0","2","0","1","0","","","","","",""
"区東部","13","13","2","33","233","16","2","4","5","0","0","16","1","1","0","1","0","0","1","0","0","0","","","","","",""
"西多摩","2","4","1","16","13","3","0","2","1","0","1","4","0","0","0","1","0","0","1","0","0","0","","","","","",""
"南多摩","2","27","8","59","211","10","6","6","5","0","1","12","1","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","5","11","1","21","52","2","0","2","1","0","1","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","1","16","7","38","118","7","2","4","4","1","2","4","1","1","1","2","1","0","3","0","0","0","","","","","",""
"北多摩北部","1","13","5","67","78","4","3","8","6","0","0","5","0","0","0","1","0","0","4","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","43","165","49","383","1527","93","24","54","53","2","10","87","8","6","1","17","2","1","20","2","2","2","","","","","",""
