"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","5","0","0","13","1","2","0","2","0","7","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","32","3","6","73","2","23","0","23","1","90","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","47","18","17","145","7","80","4","50","0","264","4","10","1","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2歳","0","13","13","18","95","5","28","2","13","0","187","9","6","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0"
"3歳","1","4","13","23","67","8","18","11","2","0","101","11","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"4歳","0","1","11","35","68","8","9","8","0","0","76","23","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"5歳","1","1","10","36","68","10","6","7","1","0","54","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","4","20","45","6","7","1","0","0","24","35","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","6","20","33","9","5","0","0","0","8","22","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","2","20","25","5","2","0","0","0","2","22","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"9歳","1","0","1","11","14","3","0","1","0","0","2","8","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","2","24","56","5","3","1","0","0","10","11","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","2","18","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","0","15","82","0","1","0","0","0","10","1","1","0","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","1","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","6","103","83","247","802","69","184","35","91","1","838","171","24","1","1","25","0","5","23","0","0","1","0","0","0","0","0","1","0"
