"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","1","0"
"1〜4歳","0","0","0","0","0","0","1","8","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","1"
"15〜19歳","2","0","0","3","0","0","0","0","0"
"20〜24歳","16","4","5","16","0","0","0","0","0"
"25〜29歳","26","7","6","16","0","0","0","0","0"
"30〜34歳","18","7","5","17","0","0","2","1","0"
"35〜39歳","13","12","6","13","0","0","0","0","0"
"40〜44歳","15","5","4","7","0","0","3","1","0"
"45〜49歳","4","3","5","2","0","0","1","1","0"
"50〜54歳","3","3","1","2","0","0","5","0","2"
"55〜59歳","1","0","1","1","0","0","8","1","0"
"60〜64歳","0","0","0","1","0","0","4","2","0"
"65〜69歳","0","1","0","0","0","0","14","1","0"
"70歳以上","0","0","0","0","0","0","42","6","2"
"合計","98","42","33","78","0","0","85","23","5"
