"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","2","0","2","2","0","0","3","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","1","1","7","10","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"新宿区","1","1","0","2","18","3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","","","","","",""
"文京","0","0","0","0","12","2","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","","","","","",""
"台東","2","2","0","2","8","3","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","1","0","2","12","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","0","2","24","4","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","1","3","15","3","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","1","11","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","12","1","2","32","6","0","4","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","4","1","0","2","36","13","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","13","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","2","2","8","17","7","1","1","2","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","9","31","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","1","0","1","15","5","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","1","0","8","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","0","23","0","0","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","1","0","0","4","13","10","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","1","0","0","0","13","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","1","0","0","1","12","2","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","3","1","0","3","21","5","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","1","1","7","4","4","0","2","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","0","2","14","3","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","0","3","0","1","19","10","1","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","3","0","2","7","2","0","3","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","1","13","8","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","2","1","0","1","19","17","0","2","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","","","","","",""
"多摩小平","2","7","4","2","25","11","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","18","37","14","67","454","136","7","38","33","0","1","0","0","15","3","1","0","6","0","0","1","0","0","","","","","",""
