"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","5","0","0"
"1〜4歳","0","0","0","0","0","0","5","0","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","1","0","0","0","0","0","0","0","0"
"15〜19歳","8","2","0","1","0","0","0","1","0"
"20〜24歳","27","6","25","12","3","0","1","0","0"
"25〜29歳","33","10","30","17","1","0","1","0","0"
"30〜34歳","26","8","12","14","1","0","1","0","0"
"35〜39歳","21","12","12","10","0","0","1","0","0"
"40〜44歳","17","6","19","10","1","0","2","0","0"
"45〜49歳","11","4","4","4","1","0","2","1","0"
"50〜54歳","4","4","4","5","0","0","3","0","0"
"55〜59歳","6","0","3","2","0","0","2","0","0"
"60〜64歳","3","2","5","4","0","0","8","0","0"
"65〜69歳","2","1","1","0","0","0","6","1","0"
"70歳以上","1","0","0","0","0","0","45","2","0"
"合計","160","55","115","79","7","0","83","6","0"
