"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","5","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","4","0","0","2","8","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","16","1","1","10","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","50","2","0","0","16","9","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"文京","25","2","0","1","3","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","","","","","",""
"台東","10","0","0","2","13","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","15","0","0","3","17","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","24","0","0","4","26","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","","","","","",""
"品川区","15","2","0","5","26","5","0","5","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","10","0","0","3","6","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","54","5","4","20","45","8","0","3","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","63","0","2","12","28","10","2","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","15","0","0","0","10","4","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","25","1","0","2","24","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","59","1","0","2","21","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","33","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","62","0","0","2","10","6","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","23","0","9","5","14","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","23","0","0","0","10","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","62","0","0","4","9","3","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","43","0","0","3","7","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","44","0","0","5","9","6","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","148","0","0","6","6","3","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","20","1","1","6","5","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","27","0","0","8","15","10","1","0","2","0","0","0","0","1","1","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","22","0","0","5","9","6","0","5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","40","0","0","5","7","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","30","0","0","0","19","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","63","1","2","7","23","5","0","2","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","55","1","2","8","30","6","2","1","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1085","17","21","134","439","111","7","37","30","0","0","0","1","6","3","1","0","5","0","0","0","0","0","","","","","",""
