"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","15","5","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"中央区","31","1","0","3","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","66","7","1","14","20","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","","","","","",""
"新宿区","37","6","0","3","6","14","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","","","","","",""
"文京","99","13","0","4","9","9","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"台東","59","6","0","15","12","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","69","10","0","8","5","10","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","95","12","0","33","16","14","2","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","91","8","0","11","11","12","0","6","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","",""
"目黒区","67","4","0","4","10","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","196","16","0","19","24","70","0","3","0","1","0","0","0","0","0","2","0","0","0","0","0","0","2","","","","","",""
"世田谷","219","16","0","17","43","23","2","5","0","0","2","2","0","0","0","1","0","0","0","0","0","1","3","","","","","",""
"渋谷区","40","8","0","2","5","6","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","2","","","","","",""
"中野区","107","13","0","7","34","20","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","125","13","0","12","11","21","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"池袋","47","8","0","5","8","6","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","204","10","0","13","14","14","0","3","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"荒川区","103","2","0","13","16","11","1","5","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","165","15","0","5","11","16","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","1","","","","","",""
"練馬区","231","25","1","15","22","32","3","2","0","2","2","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"足立","168","20","0","11","18","28","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","139","9","0","10","5","12","0","8","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","","","","","",""
"江戸川","254","12","1","46","66","29","1","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"八王子市","339","29","0","19","31","32","0","10","1","2","1","1","1","0","0","1","0","0","0","0","0","0","0","","","","","",""
"町田市","85","10","0","11","27","20","0","1","1","2","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"西多摩","54","11","0","0","6","4","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","","","","","",""
"南多摩","111","10","0","5","8","9","0","2","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","219","21","0","7","32","15","2","7","0","1","0","0","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"多摩府中","523","45","1","19","74","36","0","9","0","2","1","1","1","1","0","0","0","0","0","0","0","6","3","","","","","",""
"多摩小平","341","19","0","40","65","39","1","9","1","4","0","0","0","1","0","2","0","0","0","0","0","1","4","","","","","",""
"島しょ","2","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","4301","390","4","371","614","532","18","94","6","25","9","6","3","2","0","21","0","0","0","0","0","14","22","","","","","",""
