"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","3","0"
"1〜4歳","0","0","0","0","0","0","3","9","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","3","0","1","4","0","0","1","0","1"
"20〜24歳","13","4","5","11","0","0","1","0","0"
"25〜29歳","16","6","9","19","0","1","3","0","0"
"30〜34歳","10","9","5","13","0","1","1","0","0"
"35〜39歳","11","4","5","9","0","1","3","0","0"
"40〜44歳","7","7","6","6","0","2","0","0","0"
"45〜49歳","3","4","2","5","0","1","2","0","0"
"50〜54歳","5","4","1","1","0","0","1","0","0"
"55〜59歳","1","5","1","1","0","0","4","0","0"
"60〜64歳","0","3","0","0","0","0","7","0","0"
"65〜69歳","0","0","0","0","0","0","5","1","0"
"70歳以上","0","0","1","0","0","0","37","2","1"
"合計","69","46","36","69","0","6","77","15","2"
