"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","1","0","1","0","1","0","5","0","1","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","1","3","2","7","0","0","0","1","0","6","1","0","0","0","1","0","0","0","0","0","","","","","",""
"みなと","0","0","4","2","9","0","2","0","4","0","10","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","5","0","7","7","0","2","0","1","0","17","0","1","0","0","0","0","0","0","0","0","","","","","",""
"文京","0","0","0","1","2","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","0","1","16","1","12","0","1","0","13","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","1","1","3","0","3","0","2","0","8","0","1","0","0","0","0","1","0","0","0","","","","","",""
"江東区","0","6","9","7","47","6","13","0","8","0","23","1","10","0","0","3","0","0","0","0","0","","","","","",""
"品川区","0","0","3","2","13","8","6","0","2","0","9","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","2","8","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","2","25","16","33","5","7","0","10","0","34","1","2","0","0","4","0","0","0","0","0","","","","","",""
"世田谷","0","3","1","14","37","1","30","2","7","0","52","1","2","0","0","1","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","2","0","2","0","0","0","3","0","0","0","0","0","0","0","1","0","0","","","","","",""
"中野区","0","0","0","4","9","2","2","0","4","0","15","0","1","0","1","1","0","0","0","0","0","","","","","",""
"杉並","0","0","0","0","15","1","0","0","3","0","15","1","0","0","0","0","1","0","0","0","0","","","","","",""
"池袋","0","0","4","0","3","0","3","0","0","0","9","0","0","0","0","0","0","0","1","0","0","","","","","",""
"北区","0","1","1","0","10","3","13","0","2","0","23","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","2","6","2","14","4","9","0","5","0","11","2","1","0","0","2","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","0","12","2","3","1","7","0","7","3","2","0","0","1","0","0","0","0","0","","","","","",""
"練馬区","0","1","7","11","15","7","4","0","4","0","56","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","0","8","45","4","5","0","4","0","29","3","1","0","0","2","0","0","0","0","0","","","","","",""
"葛飾区","0","0","0","6","25","0","8","0","4","0","29","1","1","0","0","1","0","0","1","0","0","","","","","",""
"江戸川","0","3","6","14","30","1","5","0","4","0","47","0","1","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","1","5","1","11","50","4","6","1","4","0","49","4","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","1","0","0","11","29","4","8","3","5","0","49","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","1","0","2","14","2","3","0","1","0","15","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","5","2","2","18","4","9","1","5","0","66","3","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","2","0","10","13","6","1","1","3","0","28","2","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","1","5","23","3","3","1","7","0","51","1","2","0","0","0","0","1","1","0","0","","","","","",""
"多摩小平","0","1","11","13","26","4","7","0","9","0","70","3","3","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","38","85","154","536","72","167","11","112","0","754","30","29","0","1","17","1","2","4","0","0","","","","","",""
