"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","4","4","40","72","2","15","3","8","6","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区南部","2","4","11","35","88","3","5","11","9","3","1","4","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","5","5","28","97","9","7","17","9","33","2","5","0","0","2","0","0","0","0","0","0","","","","","",""
"区西部","0","7","14","42","64","1","8","14","3","10","4","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","0","5","11","46","77","15","2","32","13","19","3","0","2","0","3","0","0","0","0","0","0","","","","","",""
"区東北部","1","11","9","26","93","4","4","5","10","24","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","1","9","14","33","100","3","24","8","8","28","3","2","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","4","15","29","1","3","1","2","1","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","4","7","48","153","6","6","12","7","26","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","1","3","20","44","0","1","11","1","6","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","1","3","8","27","45","1","7","17","12","11","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","1","14","51","59","6","5","21","8","12","4","1","2","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","8","54","104","411","921","51","92","152","90","179","29","14","5","0","10","0","0","0","0","0","0","","","","","",""
