"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","1","1","9","12","0","6","0","2","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","0","4","1","6","13","2","4","1","0","2","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","0","4","6","15","18","2","7","0","3","1","0","1","1","0","0","0","0","1","0","0","0","","","","","",""
"文京","1","1","1","2","7","1","0","0","4","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","1","9","25","1","9","0","2","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","4","1","7","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","1","2","13","31","3","16","1","4","4","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","1","0","7","19","1","6","1","1","1","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","1","7","11","2","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","6","6","18","61","1","11","4","3","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","7","0","3","33","43","6","19","2","2","11","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","0","2","10","25","0","1","0","1","0","0","1","0","0","2","0","0","0","0","0","0","","","","","",""
"杉並","0","0","1","4","14","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"池袋","1","7","0","2","5","1","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北区","1","0","1","1","13","1","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","2","4","4","5","18","1","3","1","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","1","0","0","10","17","4","15","0","1","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","2","1","4","16","32","8","25","1","4","7","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","16","3","0","16","32","2","6","4","5","7","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","0","1","0","6","28","0","9","1","3","5","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","4","7","10","33","1","16","1","3","4","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","2","2","5","19","58","2","3","2","6","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"町田市","0","1","0","24","48","0","2","1","3","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","10","17","1","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","5","7","24","0","1","3","2","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩立川","1","2","0","6","32","4","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","5","0","5","40","55","10","13","6","14","4","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","1","2","9","27","54","3","7","4","9","3","0","0","0","0","4","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","41","45","70","335","760","57","204","37","84","59","11","11","2","0","11","0","0","2","0","0","1","","","","","",""
