"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","8","1","0","0"
"1〜4歳","0","0","0","0","0","0","4","11","0","0"
"5〜9歳","0","0","0","0","0","0","4","2","0","0"
"10〜14歳","0","0","0","0","0","0","3","0","0","0"
"15〜19歳","5","0","2","1","0","0","1","0","0","0"
"20〜24歳","18","2","5","14","0","1","0","0","0","0"
"25〜29歳","20","5","5","18","0","2","0","0","0","0"
"30〜34歳","17","11","9","17","0","5","0","0","0","0"
"35〜39歳","18","4","10","13","0","3","0","0","0","0"
"40〜44歳","13","12","6","10","0","2","1","1","0","0"
"45〜49歳","6","10","4","4","0","1","0","0","0","0"
"50〜54歳","4","8","1","6","0","0","0","0","0","0"
"55〜59歳","5","3","0","3","0","0","0","0","0","0"
"60〜64歳","2","1","0","1","0","0","1","1","0","0"
"65〜69歳","0","0","0","1","0","0","2","0","0","0"
"70歳以上","0","2","1","0","0","0","22","7","0","0"
"合計","108","58","43","88","0","14","46","23","0","0"
