"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","4","2","18","74","6","1","1","4","0","0","0","0","6","1","0","0","1","0","0","0","0","0","","","","","",""
"区南部","0","0","2","13","99","7","5","2","6","0","0","1","0","19","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","0","3","45","8","4","3","5","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","0","7","70","6","1","0","3","0","0","0","0","9","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","0","1","2","8","93","9","3","2","5","0","0","1","0","10","2","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","4","0","6","11","60","5","2","1","2","1","0","2","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","10","0","6","21","98","6","0","3","6","0","0","1","0","16","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","5","5","19","10","1","0","1","0","0","0","0","5","0","0","0","0","0","0","4","0","0","","","","","",""
"南多摩","0","5","1","11","41","6","4","0","1","0","0","2","0","10","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","0","7","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","0","1","16","5","0","0","2","0","0","1","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩北部","0","12","5","10","25","4","3","0","3","0","0","0","0","10","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","15","22","29","108","647","73","24","12","39","1","0","8","0","96","6","0","0","3","0","0","4","0","0","","","","","",""
