"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","8","0","0","0","1","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","28","0","0","1","22","5","1","1","17","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","103","0","2","0","45","13","1","0","15","0","0","0","2","3","0","0","0","0","0","0","0","1","0","0"
"2歳","107","0","1","2","39","12","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"3歳","119","0","2","2","40","6","0","1","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0"
"4歳","194","0","1","10","37","10","0","1","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0"
"5歳","179","0","0","6","30","3","0","2","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0"
"6歳","182","0","0","4","36","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","192","0","0","5","34","3","0","2","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0"
"8歳","210","0","0","2","22","3","0","3","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"9歳","166","0","0","2","21","3","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","488","0","0","3","55","1","0","1","0","0","0","0","0","1","5","0","0","0","0","0","0","1","0","0"
"15〜19歳","167","0","0","0","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","136","0","1","1","57","3","0","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","0","1"
"30〜39歳","141","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1"
"40〜49歳","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"80歳以上","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2589","0","7","38","453","65","2","12","35","0","0","0","9","22","8","0","0","5","0","1","0","2","0","2"
