"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","3","4","0","0","6","6","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","6","5","2","1","44","12","1","0","9","0","0","0","0","0","0","0","0","0","0","0"
"1歳","30","3","3","0","97","37","2","2","20","0","1","2","2","2","0","0","0","0","0","0"
"2歳","28","1","2","12","60","26","1","0","4","0","0","0","2","0","0","1","0","0","1","0"
"3歳","30","0","1","6","63","18","0","1","1","0","1","5","0","0","0","0","0","0","0","0"
"4歳","46","0","0","8","53","21","1","1","0","0","0","7","0","0","0","0","0","0","1","0"
"5歳","34","0","0","8","41","7","1","5","0","0","0","5","0","0","0","0","0","0","0","0"
"6歳","46","0","2","5","48","6","0","3","0","0","0","3","0","0","0","0","0","0","0","0"
"7歳","24","1","0","9","32","3","1","2","0","0","0","2","0","0","0","0","0","0","1","0"
"8歳","27","0","1","7","29","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","19","0","1","8","16","3","0","2","0","0","0","2","0","0","0","0","0","0","0","0"
"10〜14歳","58","0","4","8","80","4","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"15〜19歳","31","0","0","0","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","113","2","2","10","231","1","0","2","0","0","0","1","0","0","0","0","0","0","0","0"
"30〜39歳","118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"40〜49歳","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"80歳以上","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","741","16","18","82","829","147","10","20","35","0","2","29","4","2","0","9","0","0","3","0"
