"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","5","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","7","30","0","0","2","2","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","10","50","5","4","5","7","0","1","1","0","2","0","0","0","0","0","0","0","1","0","0","1","","","","","",""
"新宿区","7","51","0","5","3","11","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"文京","5","32","0","5","3","2","0","4","0","1","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","6","28","0","2","0","11","0","7","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","7","116","1","1","1","2","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"江東区","14","95","1","8","5","23","1","3","0","1","2","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"品川区","7","64","1","4","5","11","0","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","12","38","1","5","2","11","0","1","0","1","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","28","132","3","6","6","28","2","11","0","2","8","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","14","167","11","35","4","21","1","6","0","1","10","0","0","0","0","2","0","0","0","0","0","1","","","","","",""
"渋谷区","5","31","1","0","0","7","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中野区","5","57","0","1","3","11","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","7","105","1","3","7","18","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","5","65","0","2","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","22","99","0","8","4","5","0","3","0","1","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","14","46","1","0","2","7","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","4","87","0","0","5","13","0","4","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","17","137","1","1","6","23","0","3","2","4","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","10","111","4","2","5","26","0","5","0","0","3","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","10","78","0","5","8","13","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","11","149","2","16","10","20","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","13","122","3","5","8","34","1","5","0","1","10","0","1","0","0","2","0","0","0","0","0","1","","","","","",""
"町田市","11","100","0","3","5","35","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","52","0","0","1","6","1","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","5","89","1","1","1","12","1","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","12","169","2","3","15","12","0","14","0","1","7","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","10","291","5","3","19","36","0","8","0","1","7","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","21","203","1","5","10","64","2","8","1","5","6","0","0","0","0","1","0","0","0","0","0","2","","","","","",""
"島しょ","1","21","0","1","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","306","2844","45","134","145","472","12","114","5","24","95","2","6","1","0","7","0","0","1","0","0","8","","","","","",""
