"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","37","34","17","25","0","2","5","0","1","0","",""
"区南部","3","2","1","4","0","0","0","0","0","0","",""
"区西南部","4","2","0","1","0","0","1","2","0","0","",""
"区西部","22","7","20","18","0","5","5","0","0","0","",""
"区西北部","12","4","5","9","0","0","4","1","0","0","",""
"区東北部","0","0","0","2","0","0","2","0","0","0","",""
"区東部","15","3","5","16","0","1","4","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","1","0","0","0","",""
"北多摩西部","0","0","0","0","0","0","1","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","10","1","0","0","",""
"北多摩北部","0","0","0","0","0","0","4","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","93","52","48","75","0","8","37","5","1","0","",""
