"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","5","3","5","0","0","0","5","3","0","0","",""
"区南部","9","0","0","0","0","0","0","0","0","0","",""
"区西南部","5","8","1","0","2","0","2","1","0","0","",""
"区西部","9","7","7","7","3","0","2","1","0","0","",""
"区西北部","10","3","3","0","0","0","5","1","0","0","",""
"区東北部","8","2","0","0","0","0","1","3","0","0","",""
"区東部","11","2","3","2","3","0","1","1","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","14","1","0","0","1","0","0","0","0","0","",""
"北多摩西部","12","0","1","2","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","11","10","0","0","",""
"北多摩北部","0","0","0","0","0","0","0","4","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","83","26","20","11","9","0","27","24","0","0","",""
