"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","31","3","6","23","0","0","11","1","0","",""
"区南部","4","0","1","3","0","0","5","0","0","",""
"区西南部","8","6","0","2","0","1","7","1","0","",""
"区西部","32","23","23","34","0","1","36","8","1","",""
"区西北部","15","5","12","7","0","1","1","2","0","",""
"区東北部","2","0","2","4","0","0","10","3","0","",""
"区東部","11","9","6","12","0","0","3","3","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","1","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","1","0","0","7","0","0","",""
"北多摩北部","0","0","0","0","0","0","10","5","0","",""
"島しょ","0","0","0","0","0","0","2","0","0","",""
"合計","103","46","50","86","0","3","93","23","1","",""
