"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","3","2","0","0","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0"
"〜1歳","0","0","3","1","28","5","3","0","19","0","0","11","1","0","2","0","0","0","0","0","0","0","0"
"1歳","0","0","13","1","30","14","18","0","28","0","0","47","0","0","5","0","0","0","0","0","0","0","0"
"2歳","0","0","4","3","23","11","18","1","2","0","0","38","0","3","1","0","0","0","0","0","1","0","0"
"3歳","0","0","6","16","33","15","12","6","1","0","0","40","0","2","0","0","0","0","0","0","0","0","0"
"4歳","0","0","10","19","27","10","16","7","1","0","0","27","0","6","3","0","0","0","0","0","0","0","0"
"5歳","0","0","12","16","27","9","9","16","0","0","0","18","0","10","0","0","0","0","0","0","0","0","0"
"6歳","0","0","5","11","28","4","3","6","1","0","0","10","0","4","0","0","0","0","0","0","0","0","0"
"7歳","0","0","5","12","19","3","2","3","0","0","0","9","0","3","1","0","0","0","0","0","0","0","0"
"8歳","0","0","2","3","18","2","1","3","0","0","0","3","0","2","0","0","0","0","0","0","0","0","0"
"9歳","0","0","2","8","11","1","1","1","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","1","6","21","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","4","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0"
"20〜29歳","0","4","5","16","45","0","2","3","0","0","0","5","0","0","1","1","1","1","0","0","0","0","4"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","2","4","68","112","317","76","85","46","53","0","0","214","3","32","16","1","1","8","0","0","1","0","5"
