"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","7","1"
"1〜4歳","0","0","0","0","0","0","4","11","0"
"5〜9歳","0","0","0","0","0","0","4","3","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","7","1","1","2","0","0","1","0","1"
"20〜24歳","18","5","5","14","0","1","1","0","0"
"25〜29歳","18","2","3","15","0","0","3","0","0"
"30〜34歳","24","8","3","17","0","2","4","0","1"
"35〜39歳","17","6","9","13","1","0","2","0","0"
"40〜44歳","12","6","1","4","0","1","5","1","0"
"45〜49歳","5","3","4","2","0","0","3","0","1"
"50〜54歳","5","1","1","0","1","0","5","0","1"
"55〜59歳","2","3","0","1","0","0","7","1","1"
"60〜64歳","1","1","0","1","0","1","6","2","1"
"65〜69歳","0","1","0","0","0","0","12","2","2"
"70歳以上","1","1","1","2","0","0","47","3","0"
"合計","110","38","28","71","2","5","113","30","9"
