"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","115","0","1","2","98","3","2","0","3","1","0","0","1","0","0","0","0","0","0","0","2","","","","","",""
"区南部","117","0","3","1","121","0","0","0","2","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","152","4","0","6","158","3","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","92","2","2","3","101","0","3","0","5","0","1","1","3","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","196","0","0","5","170","2","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","239","0","0","0","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","220","0","0","4","149","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","40","0","0","0","22","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","390","0","0","3","250","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","95","0","0","1","58","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","123","0","0","4","104","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","3","","","","","",""
"北多摩北部","116","0","5","0","173","1","0","0","4","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1895","6","11","29","1499","10","5","1","29","4","3","3","4","0","0","0","0","0","0","0","6","","","","","",""
