"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","4","1","0","0","3","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","5","7","0","0","23","1","1","1","19","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"1歳","12","11","1","2","41","15","3","1","21","0","0","1","0","2","2","0","0","0","0","0","1","0","0"
"2歳","22","4","2","2","40","20","1","0","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"3歳","19","2","2","7","31","20","1","4","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0"
"4歳","41","0","4","19","38","21","1","10","0","0","0","0","0","2","0","1","0","0","0","0","1","0","0"
"5歳","28","1","2","23","36","11","1","3","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0"
"6歳","26","1","1","25","28","2","0","4","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0"
"7歳","29","0","0","13","24","2","0","5","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"8歳","28","0","1","13","18","1","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","27","0","0","13","24","2","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","86","0","2","8","39","3","1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"15〜19歳","45","0","0","0","11","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","66","1","0","15","116","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"30〜39歳","68","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"40〜49歳","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0"
"50〜59歳","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","573","28","15","140","472","100","10","36","46","1","0","3","0","23","4","1","0","4","0","0","3","0","0"
