"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","1","7","5","0","0","12","1","13","0","2","2","1","1","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"〜1歳","1","24","16","5","1","35","0","123","1","11","12","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","4","22","16","13","8","99","4","410","8","42","24","1","3","2","0","1","0","0","5","0","0","0","3","0","0","0","0","0","0","0","0","0","3"
"2歳","10","11","12","6","12","67","0","361","9","17","17","0","3","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","9","9","2","5","16","53","2","311","27","8","27","0","1","1","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","10","15","2","3","48","64","3","346","29","0","17","3","1","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","9","15","1","4","44","45","4","249","39","1","23","2","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","13","9","0","2","43","49","4","191","28","0","10","1","0","0","0","0","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"7歳","11","17","0","2","35","41","7","113","9","0","3","1","0","0","0","0","0","0","13","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"8歳","10","22","0","2","32","33","6","82","12","0","5","2","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","7","12","0","1","36","39","10","39","5","0","3","1","0","0","0","0","0","0","6","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"10〜14歳","50","180","0","0","61","94","5","54","6","0","6","3","0","1","0","0","0","0","12","0","0","0","3","0","0","0","0","0","0","0","1","0","2"
"15〜19歳","29","208","0","0","12","23","0","5","0","0","2","1","0","0","0","0","0","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"20〜29歳","15","155","0","0","37","75","0","15","1","0","5","1","0","0","0","4","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"30〜39歳","12","172","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"40〜49歳","21","182","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","2","0","0","0","0","0","1","0","0","0","2"
"50〜59歳","16","249","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"60〜69歳","7","116","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","8","0","0","0","0","0","0","0","2","0","6"
"70〜79歳","9","125","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","1","15"
"80歳以上","2","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","49","0","0","0","0","0","2","0","8","0","41"
"合計","246","1649","54","43","385","729","46","2312","174","81","156","17","11","7","0","14","0","2","75","0","0","3","96","0","0","0","0","0","3","0","13","1","83"
