"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","21","3","9","21","3","13","0","6","0","5","3","1","1","0","2","0","1","0","0","0","","","","","",""
"区南部","0","15","3","10","54","2","2","1","7","0","7","4","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","4","12","2","11","28","13","3","1","4","0","1","1","2","1","0","3","0","0","1","0","0","","","","","",""
"区西部","2","15","0","7","31","7","7","0","6","0","1","8","0","0","0","0","0","0","5","0","0","","","","","",""
"区西北部","0","12","8","12","38","17","3","1","10","0","6","6","2","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","1","19","3","10","55","7","10","0","10","1","4","6","0","0","0","3","0","0","2","0","0","","","","","",""
"区東部","2","15","9","25","55","3","11","1","9","0","6","4","2","1","0","0","0","0","1","0","0","","","","","",""
"西多摩","0","2","2","5","9","1","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","","","","","",""
"南多摩","1","20","4","33","57","10","10","1","13","0","5","6","6","1","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","20","0","9","18","3","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","4","0","9","23","6","5","0","9","1","3","7","0","0","0","0","0","0","2","0","0","","","","","",""
"北多摩北部","0","28","5","14","24","4","3","0","5","0","2","1","1","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","11","183","39","155","413","76","69","5","83","2","40","47","14","4","0","10","1","1","12","0","0","","","","","",""
