"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","68","0","0","2","7","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","5","4","3","0","2","2","0"
"中央区","108","0","2","9","24","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","194","0","4","13","18","0","0","0","3","0","0","2","1","0","0","0","0","0","0","0","0","2","9","6","0","1","1","0"
"新宿区","170","1","2","6","53","3","0","1","1","0","0","0","0","1","0","0","1","0","0","0","0","8","12","8","2","2","2","0"
"文京","93","0","3","11","16","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","3","1","1","1","0"
"台東","113","0","3","4","22","2","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","180","0","0","8","21","0","0","0","4","0","0","0","0","0","0","0","0","0","1","0","0","2","8","5","1","1","1","0"
"江東区","331","0","1","14","71","4","0","0","3","0","0","4","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"品川区","158","8","1","9","32","1","3","1","3","0","0","1","0","0","0","1","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","155","1","1","9","23","3","4","2","2","0","0","3","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","340","1","4","45","82","2","4","1","5","0","0","4","3","1","0","1","0","0","0","0","0","0","19","12","2","1","1","0"
"世田谷","640","1","2","31","73","2","0","1","8","0","0","2","0","0","1","0","0","0","0","0","0","15","25","16","2","2","2","0"
"渋谷区","81","0","0","1","10","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","1","4","7","4","1","1","1","0"
"中野区","245","0","2","4","58","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","402","0","0","5","42","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","5","17","11","1","2","2","0"
"池袋","134","1","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","7","4","1","1","1","0"
"北区","262","0","0","9","20","0","0","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","186","2","7","16","14","1","0","0","4","0","0","3","0","0","0","1","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","275","2","1","14","24","0","1","0","4","0","0","2","1","0","0","0","0","0","0","0","0","0","16","10","2","1","1","0"
"練馬区","494","0","2","39","73","5","5","1","7","0","0","0","4","0","0","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","436","1","2","22","85","2","0","1","4","0","0","3","0","0","0","0","0","0","0","0","0","0","20","13","2","0","0","0"
"葛飾区","289","0","0","6","33","1","0","1","4","0","0","1","0","0","0","1","0","0","0","0","0","12","13","8","1","1","1","0"
"江戸川","476","0","0","35","76","0","1","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","17","11","1","0","0","0"
"八王子市","787","1","5","26","95","3","2","1","3","0","0","15","1","0","0","0","0","0","0","0","0","5","18","11","2","1","1","0"
"町田市","519","0","0","17","73","1","0","2","2","0","0","3","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","425","0","3","5","25","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","8","1","1","1","0"
"南多摩","504","2","0","8","37","5","0","1","4","0","0","1","0","0","0","0","0","0","0","0","0","0","14","9","1","0","0","0"
"多摩立川","669","0","0","31","49","2","0","0","5","0","0","4","0","0","0","0","0","0","0","0","0","0","21","14","2","1","1","0"
"多摩府中","1174","0","3","28","128","3","0","4","7","1","0","11","1","1","0","0","0","0","1","0","2","23","33","21","3","3","3","0"
"多摩小平","814","1","5","41","81","2","0","2","10","0","0","8","1","0","0","1","0","0","0","0","0","9","23","15","2","2","2","0"
"島しょ","91","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","10813","22","53","473","1370","48","21","20","107","1","0","68","12","3","1","7","1","0","7","0","5","96","413","260","38","25","25","0"
