"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","8","31","9","2","0","9","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","16","73","9","12","0","60","0","24","1","18","9","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","60","107","9","64","10","167","0","106","4","49","36","0","3","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","119","77","5","76","19","101","1","110","2","11","27","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","133","69","4","62","26","91","0","90","1","7","20","1","3","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"4歳","153","76","1","65","56","73","3","53","0","2","15","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","228","109","1","62","61","87","1","41","1","1","16","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"6歳","241","141","0","45","79","67","3","22","2","0","14","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","325","171","0","17","61","55","8","6","0","0","10","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"8歳","361","211","0","4","49","56","2","6","2","1","4","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","280","245","0","2","18","27","2","2","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","1167","1241","0","6","54","101","2","6","0","0","1","3","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"15〜19歳","720","948","2","1","4","27","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","1","1","0","1","1"
"20〜29歳","252","441","1","8","25","69","0","1","0","0","2","1","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","1","0"
"30〜39歳","195","573","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","299","716","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","123","622","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"60〜69歳","36","375","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","18","275","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","0","2","0","0","0","0","0","2","0"
"80歳以上","8","187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","4742","6688","41","426","462","990","22","469","13","90","156","13","12","2","0","38","0","0","1","0","0","13","0","0","1","1","0","12","1"
