"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","5","3","2","21","3","15","0","4","0","0","0","0","2","0","0","0","3","1","0","0","0","0","","","","","",""
"区南部","1","0","0","3","18","9","1","1","3","0","0","1","0","7","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","2","0","5","13","7","5","2","4","0","0","0","0","4","1","0","0","0","1","2","0","0","0","","","","","",""
"区西部","2","0","1","6","32","9","9","3","5","0","0","1","0","1","1","0","0","2","0","0","2","0","0","","","","","",""
"区西北部","1","0","0","4","20","12","8","3","3","0","0","3","0","2","0","0","0","1","0","0","1","0","0","","","","","",""
"区東北部","1","0","1","1","10","8","4","0","3","0","0","0","0","9","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","19","0","0","1","18","2","4","1","2","0","0","1","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","2","6","2","0","2","2","0","0","1","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","4","8","8","1","1","3","0","0","1","0","9","1","0","0","2","0","0","2","0","0","","","","","",""
"北多摩西部","2","0","0","2","13","2","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","2","3","8","7","1","2","0","0","1","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","3","1","15","6","3","1","2","2","0","1","0","2","1","0","0","0","0","1","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","27","7","10","33","177","76","58","15","33","2","0","10","0","48","5","0","0","10","2","3","5","0","0","","","","","",""
