"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","9","7","1"
"1〜4歳","0","0","0","0","0","0","4","17","1"
"5〜9歳","0","0","0","0","0","0","7","3","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","10","4","2","10","2","0","0","0","0"
"20〜24歳","65","11","5","24","9","0","3","1","0"
"25〜29歳","53","13","10","30","7","4","2","1","0"
"30〜34歳","33","19","5","18","5","2","1","0","0"
"35〜39歳","29","12","7","15","1","0","4","0","2"
"40〜44歳","7","10","2","7","4","0","2","2","1"
"45〜49歳","4","12","1","1","6","0","3","0","0"
"50〜54歳","6","5","4","6","4","0","5","1","1"
"55〜59歳","2","3","1","3","1","1","10","1","0"
"60〜64歳","0","1","0","1","1","0","10","3","0"
"65〜69歳","0","2","0","0","0","0","25","3","2"
"70歳以上","0","1","1","0","1","0","72","5","5"
"合計","209","93","38","115","41","7","157","44","13"
