"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","2","0"
"1〜4歳","0","0","0","0","0","0","3","6","0"
"5〜9歳","0","0","0","0","0","0","2","2","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","8","0","3","6","0","0","2","0","0"
"20〜24歳","32","5","9","18","0","1","0","0","0"
"25〜29歳","31","6","13","20","1","0","0","0","0"
"30〜34歳","24","9","7","26","0","3","1","0","0"
"35〜39歳","24","4","5","14","1","0","1","0","0"
"40〜44歳","17","3","2","6","0","1","2","0","0"
"45〜49歳","8","1","0","3","0","0","1","0","0"
"50〜54歳","8","9","1","2","0","0","3","0","0"
"55〜59歳","1","2","0","2","0","0","5","0","0"
"60〜64歳","2","1","0","3","0","0","8","2","1"
"65〜69歳","0","0","0","0","0","0","7","1","0"
"70歳以上","0","0","0","0","0","0","32","4","2"
"合計","155","40","40","100","2","5","76","17","3"
