"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","10","4","0","0","8","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","56","4","2","2","52","4","0","0","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","215","8","6","8","158","30","0","2","34","0","1","1","2","0","0","0","0","0","1","0","4","0","0","2","0","0","2","2"
"2歳","260","7","4","15","89","27","0","1","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"3歳","376","2","3","23","78","19","2","0","2","0","0","0","0","2","0","0","0","0","1","0","4","0","0","0","0","0","4","0"
"4歳","535","0","3","34","85","18","0","1","0","0","0","7","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1"
"5歳","592","0","1","29","44","20","0","4","0","0","0","4","0","0","0","0","0","1","2","0","1","0","0","0","0","0","1","0"
"6歳","628","0","3","31","60","10","0","1","0","0","0","1","1","0","0","0","0","0","3","0","4","0","0","0","0","0","4","0"
"7歳","597","0","1","17","44","3","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","445","0","1","23","48","3","0","6","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","390","0","1","11","24","3","0","4","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0"
"10〜14歳","1084","0","0","27","83","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","3","0","0","0","0","0","3","0"
"15〜19歳","221","0","0","0","27","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","2","0"
"20〜29歳","267","0","0","12","176","2","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","2","0"
"40〜49歳","411","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","144","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","0","1","0"
"70〜79歳","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","2","0","0","0","0","0","2","0"
"80歳以上","39","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","4","0"
"合計","7010","25","25","232","976","143","2","20","60","2","2","18","3","3","0","13","1","1","11","0","31","0","0","3","0","0","28","3"
