"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","0","0"
"1〜4歳","0","0","0","0","0","0","0","2","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","1","0","0","0","0","0","0","0","0"
"15〜19歳","5","2","0","2","1","0","1","0","0"
"20〜24歳","38","9","18","13","3","0","0","0","0"
"25〜29歳","43","10","20","16","3","0","0","0","0"
"30〜34歳","31","9","13","9","0","0","0","0","0"
"35〜39歳","13","9","15","5","1","0","0","0","0"
"40〜44歳","20","3","9","12","1","0","0","0","0"
"45〜49歳","14","10","5","3","1","0","1","0","0"
"50〜54歳","6","3","1","3","0","0","1","0","0"
"55〜59歳","3","3","0","3","0","0","2","0","0"
"60〜64歳","2","3","0","0","0","0","6","0","0"
"65〜69歳","1","1","0","0","0","0","1","0","0"
"70歳以上","1","1","0","0","1","0","36","0","0"
"合計","178","63","81","66","11","0","61","2","0"
