"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","13","1","0"
"1〜4歳","0","0","0","0","0","0","4","18","0"
"5〜9歳","0","0","0","0","0","0","1","4","0"
"10〜14歳","0","0","0","0","0","0","2","1","0"
"15〜19歳","1","0","0","1","0","0","0","0","0"
"20〜24歳","12","3","7","17","0","1","0","0","0"
"25〜29歳","23","9","7","21","0","1","2","0","0"
"30〜34歳","22","12","11","13","0","1","0","1","0"
"35〜39歳","18","9","12","14","0","0","0","0","0"
"40〜44歳","12","4","9","14","1","2","0","0","1"
"45〜49歳","12","10","7","5","0","0","2","1","0"
"50〜54歳","5","7","0","2","0","0","5","0","0"
"55〜59歳","4","1","1","1","0","0","4","1","0"
"60〜64歳","3","1","1","4","0","0","5","0","0"
"65〜69歳","0","2","0","1","0","0","7","2","0"
"70歳以上","0","3","0","0","0","1","32","7","3"
"合計","112","61","55","93","1","6","77","36","4"
