"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","1","0","0","4","0","4","0","3","0","7","0","1","0","0","0","0","0","0","0"
"〜1歳","0","1","3","1","24","8","32","0","36","0","58","0","4","0","0","0","0","0","0","0"
"1歳","0","3","6","6","65","17","114","3","40","0","232","6","7","0","0","1","0","0","1","0"
"2歳","1","0","8","6","44","12","103","5","6","0","188","13","3","0","0","0","0","0","1","0"
"3歳","0","0","8","8","30","17","73","5","1","0","131","18","2","0","0","0","0","0","1","0"
"4歳","0","0","7","12","41","21","72","10","0","0","121","20","5","0","0","0","0","0","0","0"
"5歳","0","0","5","16","22","11","65","14","0","1","98","23","1","0","0","0","0","0","0","0"
"6歳","0","0","2","17","22","9","31","12","0","1","43","15","0","0","0","0","0","0","0","0"
"7歳","0","0","2","6","26","3","17","4","0","2","32","14","0","0","0","0","0","0","0","0"
"8歳","0","0","2","15","19","4","16","6","0","0","15","13","0","0","0","0","0","0","0","0"
"9歳","1","0","0","4","11","1","11","2","0","1","8","5","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","0","9","35","6","10","2","0","1","13","8","1","0","0","2","0","0","0","0"
"15〜19歳","1","0","1","1","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","0","18","56","2","12","2","0","6","8","7","0","0","0","4","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","7","5","44","119","412","112","560","65","86","12","954","142","24","0","0","18","0","0","3","0"
