"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","14","33","2","8","2","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","31","18","0","0","1","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","38","47","1","8","4","3","0","5","0","0","3","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"新宿区","60","71","3","10","2","9","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"文京","59","46","0","6","2","1","0","0","0","0","1","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","33","37","0","2","6","12","0","10","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","42","80","0","1","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","90","96","2","7","2","18","0","5","0","1","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","31","48","0","5","11","11","0","7","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","33","63","0","9","5","5","0","5","0","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"大田区","103","160","0","12","10","42","1","8","0","4","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","136","196","3","25","10","23","4","16","0","4","9","0","0","0","0","4","0","0","0","0","0","2","","","","","",""
"渋谷区","21","38","0","0","3","8","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","96","114","0","2","19","12","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","102","151","1","10","2","19","0","5","0","2","2","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","42","72","1","3","0","2","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","49","132","1","2","3","6","3","10","0","4","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","53","79","1","0","6","12","0","7","0","2","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","53","121","1","3","5","17","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","95","152","2","9","12","23","0","16","0","2","11","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","56","147","0","3","3","29","0","8","0","5","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","61","119","0","5","1","15","0","9","0","0","3","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"江戸川","85","172","0","21","17","12","1","9","0","2","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","118","190","1","11","13","39","0","13","0","3","6","0","1","0","0","8","0","0","0","0","0","0","","","","","",""
"町田市","28","104","0","2","7","21","1","20","0","2","4","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","35","85","0","7","0","4","0","11","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","69","110","0","11","2","8","0","2","0","1","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","72","158","0","0","9","13","0","15","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","216","352","1","9","39","34","2","13","5","3","1","1","0","0","0","1","0","0","0","0","0","1","","","","","",""
"多摩小平","159","223","4","5","21","40","0","19","0","8","5","1","0","1","0","0","0","0","0","0","0","2","","","","","",""
"島しょ","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2080","3423","24","196","218","449","13","226","5","48","76","5","3","2","0","20","0","0","1","0","0","5","","","","","",""
