"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","14","0","0","9","0","0","0","1","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","15","1","1","51","8","10","0","28","0","20","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","40","9","4","73","10","14","3","36","1","52","0","2","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","8","9","3","42","7","20","1","11","0","39","1","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","4","6","11","36","15","10","2","2","0","17","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","1","1","4","17","34","8","10","0","0","0","12","9","2","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"5歳","0","0","10","16","36","9","5","0","2","0","9","3","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","3","13","21","3","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","4","6","21","0","1","0","0","0","2","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"8歳","0","0","1","9","12","0","1","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","3","5","11","0","2","0","0","0","4","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","3","9","38","0","3","0","0","0","8","4","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","1","0","7","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","5","2","26","0","0","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","7","82","59","96","417","60","76","7","80","1","171","36","17","5","0","14","0","0","7","0","0","0","0","0","0","0","0","0"
