"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","1","1","0","0","5","3","0","1","4","2","0","0","1","0","0","0","0","0","0","0"
"〜1歳","3","0","1","6","45","15","2","0","45","1","2","1","1","0","0","0","0","0","0","0"
"1歳","1","0","12","9","110","41","4","0","40","0","5","4","4","0","0","1","1","0","1","0"
"2歳","4","0","13","21","84","41","2","0","9","0","2","3","1","0","1","0","0","0","0","0"
"3歳","5","0","14","36","110","42","3","3","4","1","0","9","2","0","0","0","0","0","1","0"
"4歳","3","0","9","48","98","37","2","1","0","0","4","11","3","0","0","0","1","0","0","0"
"5歳","4","0","2","59","75","25","1","5","1","0","0","9","2","0","0","0","0","0","1","0"
"6歳","6","0","2","61","52","6","1","4","0","0","0","5","0","0","0","0","0","0","0","0"
"7歳","0","0","3","71","39","10","0","1","0","1","1","5","0","0","0","0","0","0","0","0"
"8歳","2","0","1","39","39","5","1","2","0","0","0","4","0","0","0","2","0","0","1","0"
"9歳","0","0","0","22","31","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","6","45","84","4","0","1","0","1","0","4","1","0","0","0","0","0","0","0"
"15〜19歳","5","0","0","2","14","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0"
"20〜29歳","3","0","1","18","102","4","0","1","0","5","1","1","0","0","0","4","0","0","1","0"
"30〜39歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"40〜49歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","1"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"合計","48","1","64","437","888","239","16","20","103","11","15","57","15","0","2","21","2","0","6","3"
