"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","1","2","8","0","13","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","3","5","7","16","3","19","1","2","0","2","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","1","2","6","18","17","0","2","0","2","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"文京","0","0","2","3","14","1","5","0","2","0","1","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"台東","0","0","0","5","14","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","1","5","7","0","5","0","2","0","4","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","2","13","40","1","13","0","4","0","5","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","3","1","9","18","3","16","0","3","0","1","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","1","2","4","9","3","13","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","5","11","31","59","3","22","0","6","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","1","4","31","38","5","28","1","7","0","3","1","8","2","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","2","0","1","4","4","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","2","4","8","19","1","4","0","2","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","1","1","3","5","20","1","6","3","3","0","2","4","2","0","0","1","0","0","1","0","0","0","","","","","",""
"池袋","0","3","2","1","7","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","6","7","19","0","34","0","4","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","1","0","9","4","7","0","3","0","4","0","0","0","0","0","0","2","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","3","4","19","2","3","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","2","4","38","27","0","17","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","2","7","11","38","3","11","0","7","0","6","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","2","2","4","32","0","7","0","3","0","6","0","3","0","0","1","0","0","0","0","0","0","","","","","",""
"江戸川","0","1","12","25","41","1","12","2","3","0","2","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","2","8","22","62","4","9","1","4","0","2","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","0","0","4","19","43","2","0","0","4","0","1","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","4","1","8","0","2","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","3","15","20","1","2","0","3","0","1","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","1","0","2","16","27","7","6","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","1","19","18","51","4","10","2","4","0","7","1","4","0","0","1","0","1","0","1","0","0","","","","","",""
"多摩小平","0","4","13","49","56","5","27","0","7","0","3","2","1","0","0","3","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","9","35","141","381","743","51","296","12","87","0","55","44","23","2","0","10","0","1","1","1","0","0","","","","","",""
