"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","4","0","0","16","1","2","0","4","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"〜1歳","0","5","1","5","61","4","6","3","62","0","0","6","2","0","5","0","0","0","0","0","0","0","0"
"1歳","1","5","6","2","87","4","28","1","42","0","0","27","0","2","3","0","0","1","0","0","0","0","0"
"2歳","1","4","3","2","52","5","15","0","4","1","0","15","0","2","3","0","0","0","0","0","0","0","0"
"3歳","0","2","4","14","46","10","17","2","3","0","0","6","0","5","2","0","0","0","0","0","0","0","0"
"4歳","0","1","4","21","41","11","9","5","0","0","0","7","0","4","1","0","0","1","0","0","0","0","0"
"5歳","0","0","2","19","35","3","13","1","0","1","0","6","0","6","1","0","0","0","0","0","2","0","0"
"6歳","3","0","5","23","30","2","3","2","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0"
"7歳","3","0","6","18","25","2","2","1","0","0","0","1","0","5","1","0","0","2","0","0","0","0","0"
"8歳","2","0","4","11","30","1","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0"
"9歳","1","0","4","8","17","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","4","0","2","16","33","1","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0"
"15〜19歳","1","0","2","2","12","0","0","0","0","2","0","0","0","1","1","0","0","1","0","0","0","1","0"
"20〜29歳","0","3","2","13","80","0","3","0","0","4","0","2","0","1","0","0","3","2","0","0","0","0","0"
"30〜39歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0"
"40〜49歳","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"60〜69歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","32","24","45","154","565","45","99","16","115","11","0","75","2","31","18","0","4","12","0","1","3","2","0"
