"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","0","4","7","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","1","4","1","11","1","0","0","4","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","1","0","9","12","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","","","","","",""
"文京","1","0","1","2","2","0","0","0","2","0","1","1","0","0","0","1","0","0","0","0","","","","","",""
"台東","0","0","1","3","16","4","6","1","4","0","4","3","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","0","4","2","0","1","2","3","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","0","8","25","2","3","0","1","0","1","3","1","0","0","0","0","0","0","0","","","","","",""
"品川区","0","0","0","7","23","1","1","4","0","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","2","2","6","1","0","2","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"大田区","0","2","11","15","33","9","0","1","10","0","2","3","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","7","0","0","9","18","6","0","0","1","0","2","2","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","3","2","2","0","3","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"中野区","1","0","0","6","14","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","0","6","23","4","0","0","1","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","0","0","5","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","0","2","6","0","0","0","3","0","0","2","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","6","4","5","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","0","0","7","8","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"練馬区","1","0","0","3","11","2","0","0","1","0","0","2","1","0","0","0","0","0","0","0","","","","","",""
"足立","2","0","0","2","7","0","0","1","3","0","0","2","0","0","0","2","0","0","0","0","","","","","",""
"葛飾区","0","0","0","5","2","1","1","0","1","0","0","0","1","0","0","0","0","0","1","0","","","","","",""
"江戸川","0","0","5","7","3","3","0","0","1","0","0","4","0","0","0","1","0","0","0","0","","","","","",""
"八王子市","0","0","0","23","19","9","0","3","4","0","0","11","1","0","0","0","0","0","0","0","","","","","",""
"町田市","0","0","0","16","26","16","2","5","1","0","1","19","2","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","1","2","16","5","1","0","2","0","0","6","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","11","11","4","0","0","1","0","1","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","2","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","1","0","1","0","14","2","1","2","5","0","2","2","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","1","1","13","34","5","0","0","5","0","0","3","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","13","5","33","173","373","89","19","22","62","1","20","75","8","0","0","6","0","0","1","0","","","","","",""
