"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","21","2","0"
"1〜4歳","0","0","0","0","0","0","9","3","0"
"5〜9歳","0","0","0","0","0","0","8","0","0"
"10〜14歳","0","0","0","1","0","0","0","0","0"
"15〜19歳","15","2","2","1","2","0","5","0","1"
"20〜24歳","48","7","12","29","5","0","3","0","0"
"25〜29歳","40","11","4","22","5","0","3","1","0"
"30〜34歳","24","8","8","20","3","0","2","0","0"
"35〜39歳","24","4","6","16","2","1","6","1","0"
"40〜44歳","10","7","3","10","2","0","6","1","1"
"45〜49歳","5","3","4","9","0","0","1","0","1"
"50〜54歳","5","2","2","1","1","0","9","1","1"
"55〜59歳","7","2","0","2","0","0","14","1","0"
"60〜64歳","3","0","3","1","1","0","10","1","0"
"65〜69歳","0","1","1","0","0","0","4","1","0"
"70歳以上","0","2","0","0","0","0","70","1","3"
"合計","181","49","45","112","21","1","171","13","7"
