"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","1","2","9","10","4","7","4","0","0","9","2","1","0","1","0","1","0","0","0","1","0","0","","","","","",""
"区南部","0","0","1","1","13","5","8","5","5","0","0","25","0","11","4","0","0","0","0","0","1","0","0","0","","","","","",""
"区西南部","0","0","1","2","30","8","9","6","3","0","0","47","3","7","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","0","8","27","3","4","5","4","0","1","15","3","9","2","0","0","6","0","0","0","0","0","1","","","","","",""
"区西北部","0","0","0","4","8","8","4","6","6","0","1","72","2","6","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","0","7","13","9","6","6","4","0","0","36","0","6","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","0","0","1","2","13","6","4","1","3","0","0","57","1","9","1","0","0","2","0","0","1","0","0","4","","","","","",""
"西多摩","0","0","0","1","1","2","9","2","1","0","0","15","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","3","16","3","4","6","2","1","1","21","0","6","0","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩西部","0","0","1","2","2","2","2","5","2","0","0","16","0","2","2","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","0","1","4","5","4","2","1","0","0","6","1","5","1","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","1","1","12","1","7","4","5","0","0","27","1","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","1","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","0","6","34","148","62","66","55","40","1","3","347","15","70","14","1","0","13","0","0","2","1","0","7","","","","","",""
