"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","4","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"〜1歳","17","5","1","1","42","0","1","0","23","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","44","2","8","9","92","5","1","2","31","0","0","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0"
"2歳","57","2","3","26","75","1","0","1","3","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"3歳","80","0","2","37","59","4","1","3","0","0","0","4","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","1","0"
"4歳","74","0","2","37","71","11","1","6","1","0","1","11","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"5歳","71","0","5","40","59","6","1","3","0","0","0","11","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","1"
"6歳","61","0","1","31","35","5","0","1","0","0","0","14","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"7歳","48","0","3","24","42","8","0","3","1","0","0","7","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0"
"8歳","47","0","0","20","25","4","0","2","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","32","0","1","8","15","7","0","1","0","1","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","88","0","2","20","52","8","0","3","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","49","0","0","5","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","65","0","0","17","57","1","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","81","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","1015","11","28","275","645","60","5","25","59","1","1","66","4","1","0","10","0","1","3","0","4","7","0","0","1","0","0","6","1"
