"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","1","1","1","0","0","0","4","0","0","0","1","1","0","1","0","0","0","0","0","0","4","4","0","2","2","0"
"中央区","2","0","0","2","9","5","3","0","2","0","9","1","0","0","0","0","0","0","0","0","4","3","1","0","0","0"
"みなと","13","0","1","2","20","2","14","2","8","0","21","7","0","0","0","0","0","0","1","0","8","6","0","1","1","0"
"新宿区","9","0","0","5","11","0","3","1","1","0","8","1","0","0","0","6","0","0","3","0","9","6","2","2","2","0"
"文京","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","2","1","1","1","0"
"台東","5","4","2","2","28","4","1","5","2","0","6","2","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","13","0","0","4","10","0","8","0","2","0","3","4","0","0","0","1","0","0","0","0","6","3","1","1","1","0"
"江東区","26","0","0","4","21","4","13","0","4","0","8","4","2","0","0","0","0","0","0","0","8","3","1","0","0","0"
"品川区","14","0","0","6","24","1","15","0","3","0","13","1","0","0","0","2","0","0","0","0","10","6","1","0","0","0"
"目黒区","2","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","1","0","0","0"
"大田区","38","4","3","7","40","4","13","3","1","4","24","7","1","0","0","1","0","0","0","0","16","9","2","1","1","0"
"世田谷","39","0","4","2","14","1","17","2","2","0","29","2","1","0","0","0","0","0","0","0","16","8","2","2","2","0"
"渋谷区","9","0","4","0","6","0","6","0","1","0","9","0","0","0","0","1","0","0","0","0","5","4","1","1","1","0"
"中野区","14","0","0","2","26","1","8","0","1","0","9","1","1","0","0","0","0","0","0","0","9","6","1","1","1","0"
"杉並","12","0","0","1","13","1","19","1","1","0","3","3","0","0","0","1","0","0","0","0","10","4","1","1","1","0"
"池袋","8","0","1","2","4","1","2","3","0","0","0","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"北区","9","0","1","3","4","2","2","1","2","0","1","2","7","0","0","1","0","0","0","0","6","4","1","0","0","0"
"荒川区","1","3","0","1","3","0","1","3","2","0","1","1","0","0","0","0","0","0","0","0","4","2","1","0","0","0"
"板橋区","10","0","0","2","8","3","5","1","1","1","3","4","1","0","0","0","0","0","0","0","12","6","2","1","1","0"
"練馬区","23","0","0","0","5","4","17","1","8","0","10","0","0","0","0","0","0","0","0","0","12","5","2","0","0","0"
"足立","8","0","1","1","7","1","4","1","10","0","2","4","3","0","0","3","0","0","0","0","12","5","2","0","0","0"
"葛飾区","18","0","0","1","3","5","23","2","5","0","6","11","1","0","0","0","0","0","3","0","9","4","1","1","1","0"
"江戸川","22","5","3","4","10","1","27","1","4","0","38","5","0","0","0","0","0","0","0","0","12","5","0","0","0","0"
"八王子市","17","0","1","13","40","5","9","2","10","2","13","24","6","0","0","1","0","0","0","0","10","4","1","1","1","0"
"町田市","14","0","0","15","24","5","14","8","9","0","25","15","8","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","11","0","0","0","12","4","16","1","4","0","2","22","1","0","0","0","0","1","0","0","8","4","1","1","1","0"
"南多摩","26","0","0","0","12","2","3","0","3","1","3","7","0","0","0","0","0","0","0","0","9","4","1","0","0","0"
"多摩立川","8","0","0","0","13","0","4","0","3","0","4","5","0","0","0","1","0","0","0","0","13","6","2","1","1","0"
"多摩府中","62","0","2","2","6","2","10","3","4","0","17","4","1","0","0","0","0","1","2","0","21","10","3","2","3","0"
"多摩小平","17","2","0","5","29","15","10","0","10","0","16","1","0","0","0","2","0","0","0","0","14","6","2","2","2","0"
"島しょ","11","0","0","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","466","19","24","86","404","74","276","41","103","8","286","139","33","1","0","21","0","2","9","0","280","144","36","24","25","0"
