"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","2","0"
"1〜4歳","0","0","0","0","0","0","0","10","0"
"5〜9歳","0","0","0","0","0","0","3","1","0"
"10〜14歳","0","0","0","0","0","0","2","0","0"
"15〜19歳","1","0","0","1","0","0","0","0","0"
"20〜24歳","12","2","2","14","0","1","1","0","0"
"25〜29歳","26","6","8","15","0","1","0","0","0"
"30〜34歳","19","6","6","13","0","0","1","0","0"
"35〜39歳","21","9","5","8","0","0","3","0","0"
"40〜44歳","12","3","8","10","0","1","1","0","0"
"45〜49歳","2","1","3","7","1","1","2","2","0"
"50〜54歳","1","1","2","1","0","0","3","0","0"
"55〜59歳","3","0","0","1","0","0","3","0","0"
"60〜64歳","2","1","1","1","0","1","8","2","0"
"65〜69歳","2","0","1","0","0","0","9","0","0"
"70歳以上","0","1","0","0","0","0","36","6","1"
"合計","101","30","36","71","1","5","76","23","1"
