"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","103","0","0","5","38","9","1","0","2","0","0","0","1","3","0","0","0","4","0","0","0","0","0","0","","","","","",""
"区南部","89","0","0","7","67","3","1","3","3","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","105","0","2","2","88","5","1","2","5","0","0","1","0","7","1","0","0","0","0","0","1","0","0","0","","","","","",""
"区西部","98","0","0","0","57","9","0","5","1","0","0","1","0","1","2","0","0","6","0","0","0","0","0","0","","","","","",""
"区西北部","151","0","1","2","46","15","0","1","6","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","145","0","0","5","29","9","0","1","1","0","1","1","0","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東部","68","0","0","13","62","8","0","1","5","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","","","","","",""
"西多摩","68","0","0","1","36","4","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","100","0","0","1","68","2","3","1","3","0","1","2","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","80","0","0","1","9","3","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","115","0","0","1","21","4","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","90","0","0","1","41","3","0","1","1","0","1","0","0","3","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","9","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1221","0","3","39","567","74","6","15","29","0","3","5","1","30","6","0","0","14","1","0","1","0","0","1","","","","","",""
