"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","0","0","0","4","1","2","0","3","1","2","0","0","1","0","0","0","0","0","0"
"〜1歳","0","5","5","0","65","3","12","0","36","0","30","0","5","0","0","0","0","0","0","0"
"1歳","0","3","19","4","61","19","59","3","62","0","106","9","6","0","0","0","0","0","0","0"
"2歳","0","0","19","4","51","14","54","2","6","0","102","9","1","0","0","0","0","0","0","0"
"3歳","0","0","27","13","48","7","33","0","5","0","49","12","2","0","1","0","0","0","0","0"
"4歳","0","0","23","12","41","7","23","1","0","1","44","5","0","0","0","0","0","0","0","0"
"5歳","0","0","12","13","33","5","19","2","0","0","34","14","2","0","0","2","0","0","0","0"
"6歳","0","0","10","9","24","6","10","1","0","0","18","13","0","0","0","2","0","0","0","0"
"7歳","0","0","3","5","16","2","4","1","1","0","7","11","1","0","0","0","0","0","2","0"
"8歳","0","0","2","5","11","5","2","0","0","1","4","5","1","0","0","0","0","0","0","0"
"9歳","1","0","3","6","13","0","3","0","0","0","1","2","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","2","9","23","7","4","1","0","0","6","7","1","0","0","0","0","0","1","0"
"15〜19歳","0","0","0","0","9","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"20〜29歳","0","0","3","15","56","3","5","0","0","5","1","1","0","0","0","4","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"40〜49歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"合計","5","8","128","95","455","79","230","11","113","8","404","89","19","1","1","23","0","1","3","0"
