"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","5","1","0","11","1","9","0","1","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","13","2","0","41","6","79","3","48","0","34","0","4","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","30","10","1","56","14","214","3","42","0","90","2","5","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2歳","0","3","3","5","56","8","115","3","11","0","59","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","0","6","7","45","11","88","11","2","0","41","7","2","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","0","0","4","11","40","6","47","8","1","1","29","3","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"5歳","0","0","4","11","22","7","40","12","0","0","29","9","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"6歳","0","0","1","11","30","2","20","5","0","0","13","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","13","19","3","11","2","0","2","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","3","4","11","0","3","1","0","0","6","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","3","14","0","2","1","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","1","9","41","1","13","0","0","0","11","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","1","8","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","1","2","30","0","6","0","0","0","1","1","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1","51","36","78","424","59","649","49","105","4","325","36","21","3","1","12","1","2","13","0","0","0","0","0","0","0","0","0"
