"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","11","11","0"
"1〜4歳","0","0","0","0","0","0","13","22","0"
"5〜9歳","0","0","0","0","0","0","3","2","0"
"10〜14歳","1","0","0","0","0","0","8","1","0"
"15〜19歳","14","2","0","3","2","0","2","0","0"
"20〜24歳","44","10","5","15","5","0","2","0","0"
"25〜29歳","36","12","15","15","4","2","2","0","0"
"30〜34歳","36","10","11","21","5","0","3","1","0"
"35〜39歳","30","13","5","12","3","0","4","0","0"
"40〜44歳","16","4","5","9","1","0","3","0","0"
"45〜49歳","4","5","2","1","1","1","5","2","1"
"50〜54歳","9","3","2","4","0","0","10","0","0"
"55〜59歳","2","4","4","2","0","0","2","1","0"
"60〜64歳","3","3","2","1","0","0","6","3","1"
"65〜69歳","0","1","0","0","0","0","7","2","0"
"70歳以上","0","2","0","0","0","0","55","11","0"
"合計","195","69","51","83","21","3","136","56","2"
