"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","11","9","9","16","0","0","9","3","2","",""
"区南部","3","1","0","3","0","0","4","0","1","",""
"区西南部","4","2","0","2","0","0","11","1","2","",""
"区西部","33","23","18","21","0","0","48","19","0","",""
"区西北部","16","8","12","8","0","1","4","2","0","",""
"区東北部","0","0","0","0","0","0","0","4","0","",""
"区東部","12","4","2","15","0","0","2","6","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","5","0","0","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","1","0","0","0","1","0","",""
"北多摩北部","0","0","0","0","0","0","8","5","0","",""
"島しょ","0","0","0","0","0","0","0","1","0","",""
"合計","80","47","41","66","0","1","91","42","5","",""
