"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","4","2","0"
"1〜4歳","0","0","0","0","0","0","2","13","0"
"5〜9歳","0","0","0","0","0","0","1","1","0"
"10〜14歳","1","0","0","0","0","0","0","0","0"
"15〜19歳","15","2","1","4","2","0","1","0","0"
"20〜24歳","41","12","4","10","8","0","2","0","1"
"25〜29歳","36","11","5","14","3","0","2","1","1"
"30〜34歳","26","11","2","8","8","0","1","0","0"
"35〜39歳","11","6","0","1","0","0","1","0","0"
"40〜44歳","2","4","1","0","1","0","1","0","0"
"45〜49歳","3","4","1","0","4","0","1","0","0"
"50〜54歳","0","1","0","0","2","0","3","0","0"
"55〜59歳","0","0","0","0","2","0","1","0","0"
"60〜64歳","0","2","0","0","2","0","4","1","0"
"65〜69歳","0","1","0","0","1","0","2","1","0"
"70歳以上","0","3","0","0","0","0","27","1","0"
"合計","135","57","14","37","33","0","53","20","2"
