"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","14","7","3","12","0","1","7","1","0","",""
"区南部","4","0","0","2","0","0","5","0","0","",""
"区西南部","3","0","0","0","0","0","9","0","1","",""
"区西部","33","12","25","24","0","0","32","15","1","",""
"区西北部","17","9","7","9","4","3","6","1","0","",""
"区東北部","1","0","0","3","0","0","3","2","0","",""
"区東部","28","10","8","16","0","0","2","5","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","3","0","1","",""
"北多摩西部","0","0","0","0","0","0","0","0","0","",""
"北多摩南部","1","0","0","0","0","0","0","0","0","",""
"北多摩北部","0","0","0","0","0","0","5","6","0","",""
"島しょ","0","0","0","0","0","0","0","1","0","",""
"合計","101","38","43","66","4","4","72","31","3","",""
