"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1〜4歳","0","0","0","0","0","0","7","1","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","0","0","0","0","0","0","5","0","0"
"15〜19歳","9","1","3","4","0","0","0","0","0"
"20〜24歳","49","10","14","20","0","0","0","0","0"
"25〜29歳","44","10","20","16","4","0","2","0","0"
"30〜34歳","38","10","24","12","1","0","1","0","0"
"35〜39歳","19","6","9","9","0","0","0","0","0"
"40〜44歳","23","5","5","9","2","0","4","0","0"
"45〜49歳","13","5","4","5","2","0","3","0","0"
"50〜54歳","5","5","4","4","0","0","1","0","0"
"55〜59歳","6","4","1","1","0","0","2","0","0"
"60〜64歳","3","0","1","1","0","0","3","1","0"
"65〜69歳","1","4","1","1","0","0","5","1","0"
"70歳以上","2","2","0","0","0","0","36","1","0"
"合計","212","62","86","82","9","0","74","4","0"
