"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","35","163","16","6","6","27","2","6","0","3","15","0","1","0","0","1","0","1","0","0","0","0","","","","","",""
"区南部","41","143","15","4","6","28","1","5","1","2","23","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","24","239","9","8","17","45","2","3","0","3","16","0","2","0","0","1","2","0","0","0","0","0","","","","","",""
"区西部","19","226","4","11","10","28","0","6","0","3","13","0","0","1","0","4","0","0","1","0","0","0","","","","","",""
"区西北部","46","434","23","3","9","40","1","10","0","4","35","3","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","7","282","15","3","7","47","1","1","0","7","30","0","5","1","0","0","0","0","0","0","0","0","","","","","",""
"区東部","26","245","7","19","10","41","1","12","0","3","19","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","3","52","4","1","1","7","1","2","0","0","8","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","32","234","17","4","25","72","0","3","1","6","34","2","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","7","95","3","0","7","13","1","5","0","1","24","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","12","226","10","1","9","34","3","5","0","3","22","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","12","137","6","2","18","27","1","5","0","2","11","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","1","40","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","265","2516","129","62","125","409","14","63","2","37","263","7","16","2","0","9","2","1","1","0","0","1","","","","","",""
