"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","453","11","1153","2","1","9","77","3","2","0","1","0","2","0","0","0","0","0","0","1","0","0","4","2","","","","","","",""
"区南部","420","13","920","1","3","32","60","4","0","1","1","0","0","0","0","0","3","0","0","0","0","0","2","0","","","","","","",""
"区西南部","524","14","1203","3","2","23","78","1","0","1","3","2","1","0","0","0","0","0","0","0","0","0","11","8","","","","","","",""
"区西部","456","5","1376","7","1","12","30","1","0","0","2","0","0","0","2","0","0","0","0","0","0","0","11","1","","","","","","",""
"区西北部","916","16","2028","4","5","31","93","5","0","0","7","1","1","0","1","0","5","0","0","1","0","0","0","0","","","","","","",""
"区東北部","592","4","1512","5","9","14","50","0","1","0","7","1","0","0","2","0","0","0","0","2","0","0","4","1","","","","","","",""
"区東部","722","8","1645","4","0","38","82","4","0","0","5","0","1","0","0","0","1","0","0","0","0","0","3","1","","","","","","",""
"西多摩","189","2","351","0","0","6","6","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","","","","","","",""
"南多摩","1698","11","3671","5","1","79","95","20","1","3","3","0","3","1","0","0","0","0","0","0","0","0","7","4","","","","","","",""
"北多摩西部","369","4","744","0","0","9","9","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","3","0","","","","","","",""
"北多摩南部","599","7","1316","1","1","39","53","5","1","4","1","0","1","0","0","0","0","0","0","1","0","0","11","0","","","","","","",""
"北多摩北部","567","7","1197","1","3","10","45","7","0","0","1","0","0","0","0","0","1","0","0","4","0","0","8","7","","","","","","",""
"島しょ","33","0","56","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","7538","102","17172","33","26","302","678","52","5","9","33","4","9","1","6","0","11","0","0","11","0","0","68","24","","","","","","",""
