"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","16","0","0","8","1","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","25","2","2","69","2","25","7","26","6","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","1","44","16","9","197","5","105","14","64","11","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","2","15","4","25","156","3","63","26","11","7","0","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","6","6","7","40","121","3","54","26","5","9","1","3","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"4歳","2","1","8","79","136","5","33","53","2","6","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","3","0","8","59","99","11","17","50","0","3","3","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"6歳","4","0","1","82","86","8","16","33","0","6","2","2","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"7歳","13","0","2","92","72","14","10","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","9","0","2","66","60","10","2","16","0","2","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"9歳","6","0","0","36","41","7","2","14","0","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","8","0","2","69","133","20","10","12","0","1","2","3","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","2","0","0","9","26","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","4","1","1","25","135","0","4","3","0","1","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","83","108","53","593","1339","89","342","284","109","56","13","33","2","1","22","3","1","12","0","0","0","0","0","0","0","0","0","0"
