"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","2","0","0","0","2","2","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","3","0","0","0","19","5","1","1","22","0","0","1","0","1","3","0","0","0","0","0","0","0","0","0"
"1歳","22","0","0","1","51","11","0","2","14","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0"
"2歳","15","0","0","0","43","16","1","1","1","0","0","1","0","5","1","1","0","0","0","0","0","0","0","0"
"3歳","19","0","0","4","42","8","0","5","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"4歳","17","0","0","3","29","12","1","5","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"5歳","36","0","0","3","36","12","1","6","0","0","0","0","0","11","1","0","0","0","0","0","0","0","0","0"
"6歳","25","0","1","1","27","9","0","6","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"7歳","18","0","0","4","32","5","0","3","1","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"8歳","19","0","0","2","18","0","0","2","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0"
"9歳","7","0","0","1","20","3","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","37","0","0","5","31","3","0","2","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","12","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"20〜29歳","37","0","0","0","49","2","0","0","0","0","1","0","0","1","0","0","0","2","0","0","0","0","0","1"
"30〜39歳","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0"
"40〜49歳","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","343","0","1","24","412","88","4","34","42","0","1","3","3","68","5","1","0","4","0","0","1","0","0","2"
