"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","173","18","2","23","28","25","2","5","1","2","1","0","2","0","0","2","0","0","0","1","0","1","5","","","","","",""
"区南部","205","35","1","20","29","66","1","6","0","2","1","1","1","0","0","1","0","0","0","0","0","1","0","","","","","",""
"区西南部","201","28","1","20","52","38","3","6","0","6","1","0","1","0","0","2","0","0","1","0","0","2","4","","","","","",""
"区西部","262","23","0","34","40","35","1","2","0","2","1","0","0","0","0","4","0","0","0","0","0","4","6","","","","","",""
"区西北部","504","47","0","39","46","52","3","9","4","2","0","2","0","0","0","2","0","0","0","0","0","1","0","","","","","",""
"区東北部","379","37","0","54","57","52","1","12","0","5","1","0","1","0","0","3","0","0","0","0","0","4","1","","","","","",""
"区東部","281","27","2","77","69","40","1","5","0","0","1","1","0","0","0","1","0","0","0","0","0","1","1","","","","","",""
"西多摩","91","6","0","4","7","3","1","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","438","41","1","37","52","50","7","4","0","2","2","2","1","0","0","5","0","0","0","0","0","1","6","","","","","",""
"北多摩西部","176","9","0","2","30","4","1","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","","","","","",""
"北多摩南部","414","45","0","25","59","28","3","7","1","3","4","1","1","0","0","0","0","1","0","0","0","6","5","","","","","",""
"北多摩北部","282","12","0","24","56","51","2","6","0","1","1","0","1","0","0","2","0","0","0","0","0","1","1","","","","","",""
"島しょ","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3408","328","7","359","526","444","26","68","6","25","15","8","8","0","0","23","0","1","1","1","0","22","33","","","","","",""
