"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","8","2","3","5","30","3","2","2","5","0","0","1","1","2","0","0","0","1","0","0","0","0","0","","","","","",""
"区南部","16","0","1","3","89","6","1","3","4","0","0","0","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","3","0","3","6","56","2","8","1","3","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","4","0","0","11","82","7","1","3","5","0","0","0","0","8","1","0","0","0","1","0","1","0","0","","","","","",""
"区西北部","11","0","2","3","29","8","1","8","6","0","0","0","0","10","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","5","0","1","7","31","4","1","3","7","0","0","0","0","4","0","1","0","1","0","0","0","0","0","","","","","",""
"区東部","15","0","2","14","33","4","0","1","1","0","0","1","3","4","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","0","1","2","17","1","1","1","2","0","0","0","0","7","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","10","1","0","5","33","6","0","2","3","0","0","1","0","7","1","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","2","0","0","1","9","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","4","0","1","4","25","3","0","1","3","0","0","0","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","7","0","2","3","28","3","4","4","3","0","0","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","88","3","16","64","462","49","19","29","43","0","0","3","4","59","3","1","0","3","1","0","1","0","0","","","","","",""
