"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1〜4歳","0","0","0","0","0","0","1","0","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","1","1","0","0","0","0","0"
"20〜24歳","21","1","7","11","0","0","0","0","0"
"25〜29歳","22","5","11","10","0","0","1","0","0"
"30〜34歳","20","5","8","6","0","0","1","0","0"
"35〜39歳","16","1","4","8","0","0","1","0","0"
"40〜44歳","17","3","2","8","0","0","1","0","0"
"45〜49歳","6","4","8","5","0","0","0","0","0"
"50〜54歳","5","2","0","2","0","0","1","0","0"
"55〜59歳","1","1","3","3","0","0","2","0","0"
"60〜64歳","2","1","3","1","0","0","2","0","0"
"65〜69歳","1","0","1","0","0","0","3","0","0"
"70歳以上","1","1","1","0","0","0","21","1","0"
"合計","113","24","49","55","0","0","37","1","0"
