"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","5","1","0","0","8","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0"
"〜1歳","0","0","0","0","16","10","1","5","49","0","0","6","2","1","1","0","0","0","0","0","0","0","0","0"
"1歳","0","0","3","2","39","25","8","5","22","0","0","19","6","7","3","0","0","0","0","0","0","0","0","0"
"2歳","0","0","2","3","35","26","13","1","1","0","0","12","3","11","0","0","0","1","0","0","0","0","0","0"
"3歳","0","0","3","5","46","31","13","10","0","0","0","11","2","27","0","0","0","0","0","0","0","0","0","0"
"4歳","0","0","3","10","51","27","10","13","0","0","0","11","4","30","1","1","0","1","0","0","0","0","0","0"
"5歳","0","0","1","13","37","14","8","14","0","0","0","3","4","25","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","1","16","30","9","4","18","0","0","0","3","6","19","1","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","11","29","6","1","8","0","0","0","0","3","13","1","0","0","0","0","0","0","0","0","0"
"8歳","0","0","1","6","15","0","0","12","0","0","0","0","2","7","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","5","12","1","3","7","0","0","0","0","3","2","1","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","6","25","5","0","8","0","0","2","0","3","10","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","16","1","0","1","0","0","0","1","2","3","0","0","0","2","0","0","0","0","0","0"
"20〜29歳","0","0","3","4","56","1","2","7","0","0","1","2","4","2","2","0","0","1","0","0","0","0","0","5"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","17","81","412","157","63","109","80","0","3","69","45","157","12","1","0","15","0","0","0","0","0","5"
